"","COUNTYA","STATEA","Entropy","Entropy_std","H","D_wb","D_wa","D_wl","D_bl","D_ba","D_la"
"24",1,28,0.9645,0.5383,0.2301,0.4668,0.1445,0.6042,0.7628,0.4856,0.6129
"25",1,29,0.368,0.2054,0.0361,0.3144,0.2364,0.1962,0.1483,0.1983,0.0981
"26",1,30,0.3586,0.2001,0.0044,0.2099,0.161,0.0202,0.2286,0.0626,0.166
"27",1,31,0.4712,0.263,0.066,0.3692,0.2577,0.3586,0.1491,0.311,0.2593
"28",1,32,0.8599,0.4799,0.054,0.3768,0.3147,0.0963,0.2985,0.1837,0.2187
"29",1,33,0.236,0.1317,0.022,0.262,0.3038,0.1146,0.2041,0.1522,0.2405
"30",1,34,1.1809,0.6591,0.2039,0.5816,0.5213,0.4693,0.3531,0.5559,0.3637
"31",1,35,1.0999,0.6139,0.1256,0.3218,0.2528,0.3995,0.3018,0.3173,0.4575
"32",1,36,0.8499,0.4744,0.1787,0.5949,0.3009,0.3759,0.2874,0.5494,0.3904
"33",1,37,0.9615,0.5366,0.1236,0.4172,0.3879,0.4399,0.22,0.4059,0.4356
"34",1,38,0.1953,0.109,0,0,0,0,0,0,0
"35",1,39,0.1716,0.0958,0.0112,0.2042,0.1415,0.1242,0.1972,0.2554,0.2338
"36",1,40,1.1548,0.6445,0.0348,0.206,0.4325,0.2725,0.2357,0.3814,0.5639
"37",1,41,0.3611,0.2016,0.0087,0.3695,0.1449,0.0721,0.3868,0.4443,0.14
"38",1,42,0.4153,0.2318,0.0544,0.323,0.2365,0.3037,0.3524,0.2052,0.3703
"39",1,44,0.2976,0.1661,0.0205,0.1992,0.3113,0.0852,0.1904,0.4381,0.3079
"40",1,45,0.7429,0.4146,0.0745,0.3094,0.1928,0.1375,0.2725,0.3316,0.2547
"41",1,47,0.4391,0.2451,0.1109,0.4789,0.5335,0.403,0.2477,0.4337,0.3969
"42",1,48,1.0166,0.5674,0.1131,0.4517,0.3395,0.3959,0.1583,0.4085,0.3659
"43",1,49,0.5206,0.2906,0.0025,0.359,0.1508,0.0049,0.3639,0.5099,0.1459
"44",1,50,0.3079,0.1718,0.0607,0.4257,0.4852,0.2074,0.2196,0.3218,0.3133
"45",1,51,0.9793,0.5465,0.0911,0.2532,0.1563,0.4835,0.3552,0.2305,0.4153
"46",1,53,0.7802,0.4354,0.2325,0.3827,0.4362,0.4852,0.4611,0.5945,0.3483
"47",1,54,0.2035,0.1136,0.0409,0.4275,0.5779,0.1222,0.4042,0.1732,0.5546
"48",1,55,0.42,0.2344,0.1116,0.681,0.2238,0.3506,0.3304,0.5743,0.3257
"49",1,56,0.6067,0.3386,0.0392,0.2052,0.3004,0.204,0.2939,0.2072,0.4273
"50",1,72,0.0283,0.0158,0.0285,0.8718,0.8718,0.1586,0.8949,0,0.8949
"51",3,1,0.6379,0.356,0.0891,0.3916,0.2681,0.3262,0.4763,0.4211,0.4001
"52",3,4,1.013,0.5654,0.1689,0.3903,0.3714,0.441,0.6019,0.2129,0.5777
"53",3,5,0.8222,0.4589,0.0546,0.2392,0.4511,0.3162,0.4098,0.384,0.6556
"54",3,6,0.8344,0.4657,0,NA,0,0,NA,NA,0
"55",3,8,0.8986,0.5015,0.0677,0.3192,0.2961,0.2895,0.201,0.1345,0.3124
"56",3,9,1.0365,0.5785,0.2569,0.6489,0.3505,0.5895,0.4129,0.5949,0.562
"57",3,10,1.0765,0.6008,0.1681,0.4846,0.3047,0.4283,0.3813,0.5299,0.5272
"58",3,12,0.6074,0.339,0.0413,0.2677,0.2442,0.1138,0.3119,0.4025,0.2017
"59",3,13,1.0473,0.5845,0.0293,0.175,0.3098,0.1436,0.1898,0.3473,0.1662
"60",3,15,1.2592,0.7028,0.1054,0.3693,0.4206,0.3194,0.3644,0.5242,0.3159
"61",3,16,0.2735,0.1526,0.0026,0.3113,0.1609,0.0613,0.25,0.4722,0.2222
"62",3,17,0.8509,0.4749,0.1783,0.539,0.4952,0.232,0.6546,0.2018,0.6109
"63",3,18,0.8378,0.4676,0.1951,0.5813,0.4614,0.4425,0.2963,0.5064,0.4806
"64",3,19,0.1627,0.0908,0.01,0.1908,0.3038,0.0252,0.1655,0.4946,0.329
"65",3,20,0.2292,0.1279,0.0043,0.0282,0.0745,0.1522,0.1805,0.1027,0.0778
"66",3,21,0.2125,0.1186,0.0195,0.3299,0.2947,0.1612,0.3368,0.3346,0.3365
"67",3,22,0.8275,0.4619,0.0756,0.2628,0.2321,0.158,0.1926,0.107,0.1409
"68",3,23,0.2698,0.1506,0.0576,0.4175,0.3264,0.2289,0.2868,0.4735,0.3235
"69",3,24,0.9157,0.511,0.127,0.4684,0.3444,0.3703,0.2974,0.2991,0.3141
"70",3,25,0.4407,0.2459,0.0669,0.3916,0.3031,0.3153,0.2316,0.3919,0.3067
"71",3,26,0.6035,0.3368,0.1252,0.7037,0.1608,0.0209,0.7083,0.7222,0.1771
"72",3,27,0.6374,0.3558,0.0658,0.3873,0.2824,0.3093,0.1953,0.3677,0.3136
"73",3,28,0.5602,0.3127,0.1309,0.4706,0.3021,0.4091,0.1977,0.5053,0.3772
"74",3,29,0.2124,0.1185,0.0131,0.2899,0.1503,0.1519,0.1379,0.3629,0.2579
"75",3,30,0.9111,0.5085,0.1277,0.2089,0.221,0.1585,0.2647,0.0688,0.2862
"76",3,31,0.2099,0.1171,0.0225,0.1468,0.2632,0.2089,0.3557,0.1658,0.432
"77",3,32,1.2981,0.7245,0.1147,0.3759,0.2884,0.4202,0.2983,0.38,0.4275
"78",3,33,0.1885,0.1052,0.0096,0.1824,0.1885,0.1173,0.1632,0.256,0.1582
"79",3,34,1.0958,0.6116,0.1539,0.6005,0.3716,0.4059,0.4286,0.6055,0.4285
"80",3,35,0.7232,0.4036,0,0,0,0,0,0,0
"81",3,36,0.2547,0.1421,0.0544,0.4579,0.4446,0.2114,0.2564,0.1847,0.2948
"82",3,37,0.5206,0.2905,0.0541,0.3613,0.2229,0.2854,0.2678,0.2872,0.3539
"83",3,38,0.2408,0.1344,0.0346,0.4364,0.3418,0.1901,0.2598,0.2412,0.1517
"84",3,39,0.6368,0.3554,0.158,0.5294,0.3526,0.2908,0.323,0.6071,0.4398
"85",3,40,0.5605,0.3128,0.045,0.4683,0.349,0.1468,0.3214,0.1506,0.2021
"86",3,41,0.6627,0.3699,0.0386,0.22,0.2852,0.2359,0.2307,0.1851,0.3687
"87",3,42,0.6858,0.3828,0.2594,0.6431,0.4596,0.2697,0.521,0.7378,0.411
"88",3,44,0.4086,0.228,0.0265,0.2321,0.275,0.2,0.1375,0.2337,0.2617
"89",3,45,0.8854,0.4941,0.0798,0.2879,0.3468,0.3003,0.3367,0.5036,0.5217
"90",3,46,0.3241,0.1809,0,0,0,0,0,0,0
"91",3,47,0.7482,0.4176,0.0797,0.382,0.2314,0.4039,0.0955,0.3321,0.3608
"92",3,48,0.8645,0.4825,0.0275,0.2534,0.1411,0.1511,0.1732,0.3115,0.2557
"93",3,49,0.4752,0.2652,0.0207,0.1739,0.1608,0.2044,0.1401,0.2644,0.2372
"94",3,50,0.242,0.1351,0.0199,0.2892,0.226,0.1215,0.2667,0.1423,0.2277
"95",3,51,0.8145,0.4546,0.0914,0.3293,0.4037,0.4081,0.1995,0.423,0.4206
"96",3,53,0.3674,0.205,0.0128,0.2148,0.0537,0.1411,0.211,0.1843,0.1054
"97",3,54,0.5842,0.3261,0.0356,0.2861,0.1836,0.1829,0.1299,0.2661,0.1555
"98",3,55,0.6064,0.3385,0.192,0.3044,0.226,0.2684,0.212,0.3267,0.3577
"99",3,56,0.4173,0.2329,0.0054,0.1228,0.0813,0.0783,0.0882,0.2041,0.1159
"100",3,72,0.0411,0.023,0.0183,0.3299,0.481,0.1528,0.2761,0.4051,0.4222
"101",5,1,0.9397,0.5245,0.0498,0.1921,0.2488,0.3071,0.3402,0.3601,0.3775
"102",5,4,1.1459,0.6395,0.2707,0.308,0.2454,0.2993,0.2734,0.2253,0.3651
"103",5,5,0.2237,0.1248,0.008,0.2684,0.171,0.1272,0.3325,0.3152,0.1261
"104",5,6,0.7468,0.4168,0.0828,0.7647,0.213,0.2658,0.5051,0.6729,0.2171
"105",5,8,1.1093,0.6191,0.1156,0.4697,0.3019,0.4135,0.2574,0.3542,0.3914
"106",5,9,0.4066,0.2269,0.0493,0.2986,0.2453,0.3092,0.1587,0.2374,0.258
"107",5,10,0.8281,0.4622,0.1068,0.376,0.2716,0.3833,0.3122,0.3871,0.444
"108",5,12,0.7769,0.4336,0.1023,0.4516,0.2572,0.1932,0.3544,0.3386,0.2205
"109",5,13,0.7621,0.4253,0.0262,0.2108,0.2367,0.0879,0.2261,0.1779,0.2786
"110",5,15,1.0138,0.5658,0,NA,0,0,NA,NA,0
"111",5,16,0.5805,0.324,0.0846,0.3246,0.2636,0.1631,0.2945,0.2474,0.3218
"112",5,17,0.4789,0.2673,0.1077,0.5022,0.3881,0.4676,0.1089,0.1736,0.0795
"113",5,18,0.552,0.3081,0.0721,0.2787,0.4376,0.3334,0.3532,0.3893,0.4815
"114",5,19,0.3153,0.176,0.193,0.4625,0.5931,0.6803,0.2178,0.2346,0.1144
"115",5,20,0.4713,0.2631,0.0268,0.2668,0.2012,0.1427,0.1649,0.1993,0.1215
"116",5,21,0.2746,0.1533,0.0247,0.3077,0.2363,0.1161,0.2162,0.317,0.2117
"117",5,22,0.8323,0.4645,0.1444,0.4659,0.2991,0.2452,0.3762,0.453,0.3535
"118",5,23,0.4068,0.227,0.0777,0.5275,0.3351,0.2707,0.3458,0.3663,0.2553
"119",5,24,1.0235,0.5712,0.2299,0.6145,0.3702,0.3861,0.4006,0.5187,0.3747
"120",5,25,0.6068,0.3387,0.112,0.3579,0.3179,0.4775,0.2585,0.397,0.4734
"121",5,26,0.4446,0.2481,0.1026,0.4761,0.2513,0.4622,0.3269,0.3444,0.394
"122",5,27,0.5053,0.282,0.1836,0.3589,0.3035,0.2454,0.2838,0.2009,0.2476
"123",5,28,0.7716,0.4306,0.0199,0.1489,0.1653,0.1493,0.0799,0.3143,0.2839
"124",5,29,0.14,0.0781,0.0233,0.435,0.435,0.1104,0.5455,0,0.5455
"125",5,30,0.8626,0.4814,0.4629,0.7039,0.0286,0.4517,0.3876,0.7143,0.4621
"126",5,31,0.2543,0.1419,0,NA,0,0,NA,NA,0
"127",5,32,0.6366,0.3553,0.0431,0.1847,0.216,0.2031,0.1342,0.226,0.1859
"128",5,33,0.2551,0.1423,0.0161,0.2544,0.2608,0.0831,0.2483,0.295,0.2183
"129",5,34,0.9538,0.5323,0.1578,0.5171,0.3355,0.3623,0.2924,0.48,0.3799
"130",5,35,0.8868,0.4949,0.077,0.329,0.2744,0.2843,0.1755,0.4279,0.4467
"131",5,36,1.1403,0.6364,0.2055,0.7283,0.5039,0.6537,0.33,0.6001,0.4985
"132",5,37,0.4515,0.252,0.014,0.2723,0.1617,0.1409,0.1314,0.1106,0.0228
"133",5,38,0.8072,0.4505,0.4232,0.6707,0.2386,0.4396,0.8442,0.75,0.4643
"134",5,39,0.1972,0.11,0.0279,0.332,0.3828,0.1244,0.2931,0.2685,0.3509
"135",5,40,0.932,0.5201,0.018,0.3233,0.4891,0.1007,0.2226,0.4013,0.4133
"136",5,41,0.6277,0.3503,0.0609,0.3154,0.3782,0.2685,0.3006,0.3232,0.4642
"137",5,42,0.1435,0.0801,0.0415,0.4,0.2375,0.2001,0.3421,0.4539,0.2347
"138",5,44,0.5413,0.3021,0.0986,0.4798,0.2714,0.4136,0.113,0.3469,0.3293
"139",5,45,0.7174,0.4004,0.037,0.1664,0.2565,0.2855,0.1348,0.1023,0.0494
"140",5,46,0.5799,0.3237,0.054,0.1777,0.2872,0.2469,0.1364,0.1489,0.1073
"141",5,47,0.2963,0.1654,0.0306,0.339,0.136,0.1883,0.1814,0.3294,0.2452
"142",5,48,0.9981,0.557,0.1583,0.5066,0.4363,0.4072,0.2826,0.4558,0.4782
"143",5,49,0.5598,0.3124,0.0659,0.349,0.3486,0.3177,0.3094,0.2653,0.3795
"144",5,50,0.2384,0.133,0.027,0.3292,0.3841,0.1757,0.3093,0.3057,0.2685
"145",5,51,0.3461,0.1932,0.0438,0.2947,0.4555,0.1922,0.1767,0.2529,0.2633
"146",5,53,0.8043,0.4489,0.0925,0.2893,0.2308,0.3981,0.3726,0.2847,0.5004
"147",5,54,0.1082,0.0604,0.0451,0.4528,0.626,0.2102,0.5336,0.5663,0.5112
"148",5,55,0.275,0.1535,0.063,0.6521,0.2031,0.1971,0.5405,0.6359,0.1783
"149",5,56,0.4546,0.2537,0.0114,0.1479,0.1438,0.1542,0.1761,0.1194,0.1003
"150",5,72,0.0884,0.0493,0.0864,0.2277,0.2415,0.3324,0.4425,0.3738,0.3431
"151",6,35,1.192,0.6653,0.285,0.2192,0.3283,0.0627,0.1835,0.2854,0.3095
"152",7,1,0.6862,0.383,0.111,0.4364,0.302,0.184,0.3018,0.1534,0.1675
"153",7,4,0.9599,0.5357,0.3844,0.3229,0.1853,0.4516,0.2674,0.2947,0.3287
"154",7,5,0.7974,0.445,0.1176,0.3386,0.4085,0.4186,0.4575,0.2931,0.4584
"155",7,6,0.8664,0.4835,0.0618,0.3658,0.3748,0.2474,0.3125,0.2239,0.3045
"156",7,8,0.6787,0.3788,0.0085,0.3112,0.1933,0.087,0.2362,0.5046,0.2684
"157",7,9,0.5823,0.325,0.0965,0.5668,0.3564,0.2924,0.294,0.337,0.2631
"158",7,12,0.7739,0.4319,0.0466,0.2547,0.1452,0.1573,0.1909,0.1915,0.1348
"159",7,13,0.9355,0.5221,0.0078,0.0998,0.2019,0.0825,0.0173,0.3016,0.2844
"160",7,15,1.3127,0.7326,0.0461,0.2158,0.3021,0.2042,0.1506,0.2077,0.164
"161",7,16,0.2585,0.1443,0.0124,0.4036,0.179,0.1751,0.5787,0.2246,0.3541
"162",7,17,0.7304,0.4076,0.0487,0.1978,0.2089,0.2839,0.1917,0.2767,0.4684
"163",7,18,0.2851,0.1591,0.0563,0.0658,0.1214,0.3751,0.3139,0.0556,0.2862
"164",7,19,0.1876,0.1047,0.0282,0.4437,0.3387,0.159,0.2848,0.2857,0.2502
"165",7,20,0.274,0.1529,0.0078,0.2522,0.2022,0.11,0.3622,0.05,0.3122
"166",7,21,0.2954,0.1649,0.0048,0.0947,0.1283,0.1187,0.1785,0.0336,0.2079
"167",7,22,0.8003,0.4466,0.1982,0.5131,0.2906,0.2458,0.4112,0.6429,0.2316
"168",7,23,0.1953,0.109,0.0124,0.2188,0.2135,0.1552,0.2476,0.1591,0.3008
"169",7,25,0.5821,0.3249,0.0215,0.2384,0.1661,0.1075,0.1517,0.0931,0.1635
"170",7,26,0.1945,0.1085,0.0212,0.3005,0.3239,0.1119,0.3232,0.3291,0.3432
"171",7,27,0.7732,0.4315,0.3433,0.3371,0.2631,0.1929,0.2746,0.1472,0.303
"172",7,28,0.8149,0.4548,0.0644,0.3036,0.4643,0.1908,0.2743,0.2912,0.3447
"173",7,29,0.4887,0.2728,0.0782,0.3965,0.3234,0.3598,0.3215,0.3573,0.231
"174",7,30,0.2835,0.1582,0.0024,0.0333,0.0667,0.1016,0.1349,0.0333,0.1683
"175",7,31,0.2309,0.1289,0,NA,NA,0,NA,NA,NA
"176",7,32,0.885,0.494,0.1209,0.2874,0.3132,0.3633,0.4035,0.2575,0.2611
"177",7,33,0.2165,0.1209,0.0217,0.3532,0.2618,0.2158,0.3051,0.4264,0.2774
"178",7,34,1.1283,0.6297,0.2625,0.6087,0.4383,0.6289,0.3403,0.5571,0.5455
"179",7,35,0.8395,0.4685,0.0171,0.1623,0.1599,0.1437,0.1489,0.1311,0.2554
"180",7,36,0.5931,0.331,0.1089,0.4759,0.4888,0.362,0.1757,0.4111,0.3648
"181",7,37,0.9439,0.5268,0.0403,0.2016,0.1982,0.2397,0.3317,0.39,0.3506
"182",7,38,0.099,0.0552,0,NA,0,0,NA,NA,0
"183",7,39,0.4255,0.2375,0.1049,0.5061,0.186,0.416,0.3189,0.5118,0.4175
"184",7,40,0.6784,0.3786,0.0462,0.2481,0.1428,0.2213,0.1304,0.2765,0.2267
"185",7,41,0.5315,0.2966,0.0256,0.2339,0.1642,0.2551,0.2681,0.2303,0.1708
"186",7,42,0.4144,0.2313,0.1888,0.6082,0.2747,0.2083,0.4602,0.6345,0.3409
"187",7,44,1.0446,0.583,0.2169,0.549,0.4364,0.6144,0.2504,0.4366,0.4496
"188",7,45,0.695,0.3879,0.1215,0.4152,0.3728,0.2635,0.3412,0.5347,0.3828
"189",7,46,0.9041,0.5046,0.0172,0.1522,0.5145,0.3055,0.4577,0.6667,0.209
"190",7,47,0.3512,0.196,0.0581,0.4794,0.0327,0.1838,0.5842,0.5038,0.1922
"191",7,48,0.7994,0.4462,0.0291,0.239,0.2178,0.1787,0.1555,0.368,0.3138
"192",7,49,0.5643,0.3149,0.0087,0.2165,0.2069,0.1116,0.1782,0.0409,0.1604
"193",7,50,0.4242,0.2367,0.0473,0.3681,0.3077,0.1741,0.2869,0.2169,0.2549
"194",7,51,0.7462,0.4165,8e-04,0.0312,0.1088,0.0325,0.0014,0.0776,0.0762
"195",7,53,0.7549,0.4213,0.0718,0.2243,0.1795,0.2846,0.2468,0.2365,0.3217
"196",7,54,0.1372,0.0766,0.004,0.0975,0.1266,0.079,0.0336,0.2241,0.2056
"197",7,55,0.5308,0.2962,0.2126,0.2757,0.144,0.3165,0.2575,0.269,0.3105
"198",7,56,0.6391,0.3567,0.0631,0.2722,0.3085,0.3197,0.2809,0.3266,0.1451
"199",7,72,0.0366,0.0204,0.035,0.6379,0.6168,0.1494,0.5774,0.9167,0.6545
"200",9,1,0.4513,0.2519,0.0728,0.3912,0.1788,0.361,0.3331,0.309,0.279
"201",9,4,1.1296,0.6304,0.3135,0.4806,0.3392,0.2316,0.4431,0.3779,0.2942
"202",9,5,0.2569,0.1434,0.0085,0.2104,0.2416,0.0902,0.1845,0.3129,0.1567
"203",9,6,0.6335,0.3536,0.0131,0.2262,0.1395,0.1308,0.1553,0.1853,0.0657
"204",9,8,0.4781,0.2668,0.0098,0.4544,0.0456,0.0715,0.5259,0.5,0.0259
"205",9,9,1.0075,0.5623,0.2205,0.6373,0.2965,0.5441,0.3436,0.5879,0.5387
"206",9,12,0.811,0.4526,0.0928,0.4717,0.2064,0.2496,0.3048,0.4971,0.2605
"207",9,13,0.8978,0.5011,0.0457,0.2051,0.3032,0.2054,0.2959,0.3952,0.1831
"208",9,15,1.325,0.7395,0.0954,0.2441,0.4841,0.2731,0.2278,0.3548,0.2549
"209",9,16,0.5834,0.3256,0.097,0.1734,0.1538,0.3181,0.1447,0.3273,0.472
"210",9,17,0.7486,0.4178,0.166,0.4904,0.2713,0.4587,0.0317,0.2191,0.1874
"211",9,18,0.1674,0.0934,0.0137,0.1743,0.1583,0.1768,0.3349,0.1793,0.2761
"212",9,19,0.1177,0.0657,0.0281,0.2263,0.2395,0.2564,0.1532,0.4658,0.4958
"213",9,20,0.5689,0.3175,0.0997,0.3086,0.3016,0.4248,0.2228,0.2684,0.3725
"214",9,21,0.396,0.221,0.0608,0.3619,0.1942,0.2489,0.2059,0.2974,0.2474
"215",9,22,0.8281,0.4622,0.1037,0.3657,0.2662,0.2119,0.1962,0.266,0.1581
"216",9,23,0.2185,0.122,0.0232,0.2411,0.3411,0.1173,0.2038,0.2923,0.3369
"217",9,24,0.7208,0.4023,0.0199,0.1661,0.1618,0.0953,0.1779,0.2845,0.2211
"218",9,25,0.7835,0.4373,0.2776,0.5313,0.4205,0.6749,0.4134,0.3537,0.4984
"219",9,26,0.2384,0.133,0.013,0.3177,0.3354,0.133,0.3209,0.3896,0.2972
"220",9,27,0.34,0.1898,0.0797,0.5705,0.3848,0.2247,0.397,0.2404,0.1899
"221",9,28,0.8077,0.4508,0.0659,0.2974,0.2784,0.2591,0.0382,0.0189,0.0193
"222",9,29,0.4766,0.266,0.0797,0.3712,0.4125,0.416,0.3407,0.3546,0.3332
"223",9,30,0.2257,0.126,0.012,0.209,0.3734,0.1013,0.2191,0.3267,0.4145
"224",9,31,0.0531,0.0296,0,0,NA,NA,NA,NA,NA
"225",9,32,0.7419,0.414,0,NA,0,0,NA,NA,0
"226",9,33,0.3796,0.2119,0.0912,0.5131,0.5582,0.2741,0.2692,0.1549,0.3134
"227",9,34,0.5453,0.3043,0.117,0.5063,0.2773,0.3973,0.3475,0.3424,0.4467
"228",9,35,1.0433,0.5823,0.1033,0.3559,0.1866,0.3885,0.1924,0.3002,0.4461
"229",9,36,0.4012,0.2239,0.1595,0.3972,0.3526,0.213,0.3591,0.3249,0.3323
"230",9,37,0.316,0.1764,0.0235,0.292,0.2658,0.2057,0.1308,0.23,0.1899
"231",9,38,0.2982,0.1665,0.0266,0.2552,0.3023,0.119,0.2341,0.0471,0.2812
"232",9,39,0.4409,0.2461,0.0599,0.3089,0.4596,0.2296,0.1617,0.2899,0.3244
"233",9,40,0.7762,0.4332,0.0315,0.3511,0.1719,0.197,0.1541,0.221,0.0704
"234",9,41,0.4507,0.2515,0.0087,0.0846,0.1495,0.1591,0.1283,0.1486,0.1259
"235",9,42,0.1502,0.0838,0.0285,0.3781,0.3027,0.241,0.316,0.1804,0.2519
"236",9,44,0.386,0.2154,0.0401,0.325,0.3393,0.2199,0.1856,0.3237,0.2578
"237",9,45,0.8153,0.455,0.0854,0.3277,0.2159,0.2711,0.1146,0.2896,0.3452
"238",9,46,0.4701,0.2624,0.0938,0.38,0.0338,0.2261,0.1538,0.3462,0.1923
"239",9,47,0.3873,0.2161,0.0876,0.4859,0.2689,0.3003,0.2885,0.5085,0.3186
"240",9,48,0.3952,0.2206,0.037,0.4038,0.3315,0.2831,0.6622,0.0868,0.6146
"241",9,49,0.2858,0.1595,0,0,0,0,0,0,0
"242",9,50,0.196,0.1094,0.0038,0.1694,0.0692,0.013,0.1631,0.2386,0.0755
"243",9,51,0.7518,0.4196,0.021,0.135,0.2032,0.1639,0.2094,0.2143,0.2648
"244",9,53,0.6516,0.3636,0.122,0.4417,0.1227,0.303,0.4573,0.4543,0.3139
"245",9,54,0.1976,0.1103,0.0262,0.329,0.3482,0.1493,0.2162,0.2891,0.3586
"246",9,55,0.6791,0.379,0.1289,0.4825,0.3239,0.5062,0.3609,0.2969,0.3286
"247",9,56,0.3761,0.2099,0.0055,0.2207,0.224,0.0759,0.2173,0.278,0.2999
"248",9,72,0.0438,0.0245,0.0173,0.2246,0.4468,0.1266,0.1854,0.5556,0.4861
"249",11,1,0.8258,0.4609,0.0629,0.2573,0.4387,0.4134,0.2684,0.2937,0.0253
"250",11,4,0.8883,0.4957,0.0442,0.2971,0.2731,0.2482,0.1108,0.0687,0.1555
"251",11,5,1.0042,0.5605,0.0217,0.1494,0.2579,0.1872,0.2288,0.3879,0.2401
"252",11,6,0.9159,0.5112,0.032,0.2535,0.2147,0.2098,0.2454,0.2152,0.1308
"253",11,8,1.0032,0.5599,0,0,0,0,0,0,0
"254",11,9,0.8309,0.4637,0.1228,0.5291,0.385,0.4559,0.1471,0.4252,0.3962
"255",11,12,1.2668,0.707,0.181,0.5845,0.329,0.3319,0.4743,0.5108,0.2337
"256",11,13,0.4502,0.2513,0.0331,0.2052,0.2375,0.2519,0.4303,0.2432,0.2963
"257",11,16,0.784,0.4376,0.1775,0.1405,0.1703,0.2213,0.3128,0.2177,0.2745
"258",11,17,0.4089,0.2282,0.1176,0.2523,0.248,0.4929,0.3468,0.2975,0.4436
"259",11,18,0.3183,0.1777,0.0368,0.3313,0.3886,0.1691,0.2938,0.1136,0.3513
"260",11,19,0.159,0.0887,0.0149,0.1749,0.1365,0.1762,0.2511,0.2854,0.2083
"261",11,20,0.3958,0.2209,0.0228,0.2733,0.2848,0.1941,0.2901,0.2352,0.3151
"262",11,21,0.2204,0.123,0.0329,0.2918,0.055,0.2162,0.2051,0.2829,0.1612
"263",11,22,0.6968,0.3889,0.1107,0.4795,0.4735,0.2963,0.3485,0.2765,0.2261
"264",11,23,0.2548,0.1422,0.0249,0.296,0.3037,0.2063,0.1494,0.2229,0.2195
"265",11,24,0.7424,0.4144,0.0824,0.2869,0.1683,0.4222,0.5365,0.227,0.4747
"266",11,25,0.3727,0.208,0.0359,0.2925,0.2718,0.2831,0.1439,0.2391,0.311
"267",11,26,0.2322,0.1296,0.0093,0.2111,0.1269,0.1115,0.145,0.3131,0.2135
"268",11,27,0.1389,0.0775,0.0204,0.1404,0.2115,0.194,0.0537,0.25,0.2622
"269",11,28,0.7924,0.4422,0.2657,0.5811,0.2175,0.3539,0.3991,0.6653,0.5091
"270",11,29,0.2928,0.1634,0.0116,0.3605,0.2522,0.0466,0.3139,0.1306,0.2063
"271",11,30,0.1453,0.0811,0,0,0,0,0,0,0
"272",11,31,0.1354,0.0756,0.0079,0.1662,0.0235,0.1214,0.2876,0.1897,0.0979
"273",11,32,0.5897,0.3291,0,0,0,0,0,0,0
"274",11,33,0.5394,0.3011,0.0985,0.4126,0.3711,0.445,0.2055,0.3708,0.427
"275",11,34,1.1794,0.6582,0.178,0.4725,0.2787,0.4985,0.3925,0.4607,0.4442
"276",11,35,0.7737,0.4318,0,0,NA,0,0,NA,NA
"277",11,36,0.4092,0.2284,0.1231,0.5938,0.1793,0.3011,0.3745,0.5771,0.3198
