"","COUNTYA","STATEA","Entropy","Entropy_std","H","D_wb","D_wa","D_wl","D_bl","D_ba","D_la"
"652",27,42,0.5276,0.2945,0.1511,0.5111,0.5019,0.3524,0.291,0.4249,0.3275
"653",27,45,0.8772,0.4896,0.1301,0.3763,0.5331,0.3561,0.2482,0.4815,0.5539
"654",27,46,0.4806,0.2682,0.0372,0.2704,0.2588,0.2152,0.1951,0.2536,0.1575
"655",27,47,0.2332,0.1301,0.0847,0.5915,0.4425,0.2933,0.6292,0.455,0.3571
"656",27,48,1.2552,0.7005,0.0893,0.4375,0.3764,0.272,0.271,0.2332,0.2967
"657",27,49,0.5259,0.2935,0.0781,0.6349,0.4326,0.317,0.612,0.7681,0.4643
"658",27,50,0.2514,0.1403,0.0404,0.3795,0.3272,0.201,0.3502,0.412,0.3674
"659",27,51,0.1957,0.1092,0.3016,0.8479,0.6068,0.4389,0.6831,0.5842,0.5416
"660",27,53,0.7335,0.4094,0.1087,0.494,0.2608,0.3414,0.5413,0.4565,0.3425
"661",27,54,0.1981,0.1106,0.026,0.356,0.2503,0.1279,0.2683,0.3973,0.2919
"662",27,55,0.394,0.2199,0.1794,0.7978,0.3638,0.3278,0.8048,0.7632,0.3802
"663",27,56,0.2627,0.1466,0.0288,0.3853,0.5242,0.1738,0.2115,0.25,0.3504
"664",27,72,0.0403,0.0225,0.0782,0.7696,0.8466,0.2692,0.8018,0.8889,0.7678
"665",28,35,0.7914,0.4417,0.024,0.302,0.2441,0.1211,0.2642,0.2375,0.1771
"666",29,1,0.3311,0.1848,0.104,0.5331,0.4069,0.3405,0.4135,0.628,0.4913
"667",29,5,0.6502,0.3629,0.0853,0.3827,0.3887,0.309,0.25,0.5329,0.355
"668",29,6,1.1195,0.6248,0.2131,0.545,0.4719,0.5378,0.4339,0.542,0.5212
"669",29,8,0.5728,0.3197,0.076,0.6111,0.3104,0.3354,0.6028,0.6185,0.322
"670",29,12,0.5348,0.2985,0.1807,0.7018,0.394,0.2266,0.5726,0.6177,0.3773
"671",29,13,0.7767,0.4335,0.0508,0.2749,0.2825,0.2719,0.2782,0.3886,0.2129
"672",29,16,0.3144,0.1755,0.0269,0.4884,0.3029,0.1867,0.5089,0.3103,0.4508
"673",29,17,0.4012,0.2239,0.0852,0.4226,0.3747,0.2583,0.3636,0.3973,0.385
"674",29,18,0.1845,0.1029,0.0502,0.5107,0.2602,0.216,0.4428,0.4039,0.2846
"675",29,19,0.1842,0.1028,0.067,0.3428,0.3093,0.3392,0.3729,0.4206,0.469
"676",29,20,0.2663,0.1486,0.0504,0.5128,0.3808,0.2704,0.5116,0.4218,0.3926
"677",29,21,0.2258,0.126,0.0325,0.2967,0.2793,0.1848,0.297,0.3416,0.3069
"678",29,22,0.8042,0.4488,0.2567,0.5332,0.3728,0.2116,0.4496,0.5181,0.402
"679",29,23,0.4026,0.2247,0.2722,0.3857,0.3618,0.267,0.4842,0.4648,0.4785
"680",29,24,0.7273,0.4059,0.0694,0.279,0.4475,0.327,0.4448,0.4091,0.3744
"681",29,26,0.2787,0.1556,0.0339,0.4789,0.276,0.2182,0.5352,0.4105,0.3782
"682",29,27,0.5267,0.2939,0.1356,0.4816,0.3441,0.1933,0.5,0.5636,0.4939
"683",29,28,0.8626,0.4814,0.1502,0.4035,0.5321,0.4298,0.2836,0.5402,0.5122
"684",29,29,0.2546,0.1421,0.0423,0.3785,0.3257,0.2756,0.3708,0.4276,0.2119
"685",29,30,0.3113,0.1738,0.0232,0.3138,0.2704,0.1599,0.3517,0.3741,0.2842
"686",29,31,0.4048,0.2259,0.1063,0.313,0.3252,0.4112,0.5421,0.5,0.6584
"687",29,32,0.5323,0.2971,0.021,0.2608,0.4025,0.0911,0.1697,0.2205,0.3114
"688",29,34,0.5634,0.3144,0.115,0.4737,0.3599,0.355,0.2943,0.4291,0.3986
"689",29,35,0.8006,0.4468,0.0418,0.2592,0.423,0.1887,0.2363,0.3984,0.3367
"690",29,36,0.7906,0.4412,0.3673,0.7587,0.5731,0.5424,0.5946,0.6987,0.5422
"691",29,37,0.6714,0.3747,0.0229,0.1108,0.3546,0.1132,0.1059,0.4252,0.3901
"692",29,38,0.1402,0.0782,0.0372,0.4449,0.2673,0.2941,0.4118,0.5,0.4118
"693",29,39,0.2698,0.1506,0.1933,0.6533,0.4138,0.4649,0.4456,0.6384,0.5095
"694",29,40,0.847,0.4727,0.0106,0.2902,0.4914,0.2071,0.2495,0.3,0.4539
"695",29,41,0.6198,0.3459,0.0578,0.3369,0.238,0.3128,0.3169,0.316,0.3621
"696",29,42,0.7035,0.3927,0.1862,0.502,0.4254,0.4997,0.4391,0.616,0.6358
"697",29,45,0.9076,0.5066,0.1092,0.3632,0.5277,0.2443,0.3707,0.5972,0.6112
"698",29,46,0.2866,0.16,0.0504,0.2598,0.2431,0.2849,0.3352,0.249,0.339
"699",29,47,0.3024,0.1688,0.0594,0.4645,0.3137,0.2173,0.4017,0.4792,0.3107
"700",29,48,1.0241,0.5716,0.1844,0.4708,0.3316,0.4626,0.4686,0.4698,0.5398
"701",29,49,0.2094,0.1169,0.0144,0.2203,0.2857,0.0705,0.2767,0.3845,0.2904
"702",29,51,0.8393,0.4684,0.0343,0.197,0.3313,0.1772,0.1738,0.3533,0.2934
"703",29,53,0.7007,0.3911,0.0741,0.479,0.4389,0.3113,0.2257,0.2463,0.2501
"704",29,54,0.2622,0.1463,0.1219,0.5652,0.3241,0.2203,0.5668,0.5685,0.3254
"705",29,55,0.2522,0.1408,0.0538,0.412,0.3551,0.2688,0.4793,0.4436,0.4273
"706",29,56,0.3467,0.1935,0.0444,0.3387,0.279,0.2855,0.4131,0.2238,0.285
"707",29,72,0.0523,0.0292,0.0838,0.5264,0.8373,0.2414,0.5394,0.9167,0.8264
"708",31,1,0.9026,0.5038,0.1289,0.41,0.4035,0.4566,0.3749,0.467,0.3706
"709",31,5,0.7169,0.4001,0.1735,0.5493,0.4944,0.3875,0.3612,0.4325,0.5052
"710",31,6,1.1504,0.6421,0.1313,0.4496,0.338,0.3806,0.4347,0.524,0.5183
"711",31,8,1.1627,0.6489,0.2321,0.5948,0.3984,0.5792,0.5481,0.5114,0.4756
"712",31,12,1.1183,0.6241,0.1951,0.5329,0.3722,0.2729,0.4581,0.5561,0.3186
"713",31,13,0.8862,0.4946,0.108,0.3507,0.3626,0.3007,0.3403,0.3632,0.4336
"714",31,16,0.6842,0.3819,0.083,0.5588,0.2672,0.2935,0.5699,0.5469,0.23
"715",31,17,1.2919,0.721,0.432,0.8128,0.4548,0.6129,0.7867,0.8434,0.6719
"716",31,18,0.2066,0.1153,0.0536,0.3499,0.486,0.2697,0.4238,0.3204,0.3972
"717",31,19,0.1862,0.1039,0.0338,0.2983,0.3431,0.1741,0.305,0.374,0.3792
"718",31,20,0.2675,0.1493,0.0302,0.3381,0.3933,0.1913,0.2661,0.2165,0.3225
"719",31,21,0.2113,0.1179,0.0859,0.3308,0.5221,0.4856,0.4001,0.4479,0.4423
"720",31,22,0.8729,0.4872,0.1824,0.4562,0.4226,0.2335,0.3903,0.442,0.3834
"721",31,23,0.2467,0.1377,0.0366,0.2866,0.2929,0.2093,0.2814,0.3473,0.2999
"722",31,24,1.3387,0.7472,0.1443,0.4978,0.3533,0.4879,0.3272,0.4054,0.4052
"723",31,26,0.3445,0.1923,0.0369,0.5761,0.3558,0.1929,0.5602,0.6446,0.3513
"724",31,27,0.5036,0.281,0.1845,0.3923,0.2923,0.1607,0.4333,0.1667,0.354
"725",31,28,0.7919,0.442,0.2599,0.5557,0.3598,0.2969,0.4116,0.5738,0.3565
"726",31,29,0.5125,0.286,0.1498,0.5535,0.4278,0.3351,0.4283,0.466,0.4591
"727",31,30,0.3391,0.1893,0.0503,0.3333,0.3307,0.2214,0.2991,0.3053,0.3554
"728",31,31,0.4423,0.2469,0.0599,0.6257,0.4277,0.2615,0.7301,0.6364,0.6627
"729",31,32,1.0065,0.5618,0.1221,0.3803,0.2867,0.4148,0.2773,0.312,0.3672
"730",31,34,1.1913,0.6649,0.3281,0.782,0.4102,0.6881,0.4453,0.7258,0.5901
"731",31,35,0.8672,0.484,0.2521,0.3805,0.3333,0.3865,0.2977,0.408,0.4955
"732",31,36,0.3522,0.1966,0.2321,0.771,0.3862,0.5567,0.2467,0.7621,0.5958
"733",31,37,0.5419,0.3024,0.1256,0.4976,0.3134,0.3235,0.4331,0.4983,0.3502
"734",31,38,0.131,0.0731,0.0274,0.3747,0.6907,0.1425,0.5172,0.6667,0.7586
"735",31,39,0.1992,0.1112,0.0675,0.4657,0.3816,0.2937,0.3633,0.5029,0.4644
"736",31,40,1.2613,0.704,0.057,0.2968,0.2703,0.1959,0.1903,0.2221,0.2112
"737",31,41,1.0462,0.5839,0.3117,0.4156,0.3188,0.3568,0.4785,0.4081,0.3845
"738",31,42,0.1858,0.1037,0.1094,0.576,0.4927,0.3318,0.5059,0.363,0.4449
"739",31,45,0.8404,0.469,0.1606,0.3785,0.3817,0.3229,0.3922,0.5876,0.5063
"740",31,46,0.8441,0.4711,0.2008,0.6889,0.5262,0.4354,0.2547,0.25,0.2374
"741",31,47,0.4574,0.2553,0.0772,0.4199,0.3286,0.2831,0.4462,0.4527,0.4285
"742",31,48,0.6151,0.3433,0.0313,0.1981,0.3485,0.2144,0.3921,0.44,0.4389
"743",31,49,0.3644,0.2034,0.0923,0.0595,0.3095,0.4678,0.4083,0.25,0.1583
"744",31,51,0.642,0.3583,0.0589,0.2356,0.4944,0.2558,0.4072,0.631,0.4288
"745",31,53,0.5025,0.2804,0.063,0.3641,0.1501,0.1852,0.3849,0.4198,0.2172
"746",31,54,0.3749,0.2093,0.1399,0.5152,0.6367,0.5712,0.1837,0.2992,0.2974
"747",31,55,0.3801,0.2122,0.0554,0.4353,0.4185,0.2562,0.3655,0.4245,0.3449
"748",31,56,0.3703,0.2067,0.0292,0.4885,0.3378,0.1768,0.5252,0.6889,0.3943
"749",31,72,0.0902,0.0503,0.1008,0.4304,0.4706,0.3692,0.3566,0.5515,0.5637
"750",33,1,0.6645,0.3709,0.1435,0.4186,0.3836,0.2578,0.3964,0.5776,0.3768
"751",33,5,0.577,0.322,0.0837,0.3791,0.5422,0.3791,0.2511,0.387,0.2678
"752",33,6,0.8526,0.4758,0.0464,0.3213,0.1769,0.2281,0.3154,0.3614,0.2744
"753",33,8,0.4134,0.2307,0.0035,0.135,0.0317,0.0049,0.1301,0.1667,0.0366
"754",33,12,0.9942,0.5549,0.1396,0.4696,0.2906,0.2446,0.4131,0.4437,0.2665
"755",33,13,0.8835,0.4931,0.1369,0.3908,0.3176,0.2089,0.3892,0.4663,0.2813
"756",33,16,0.8151,0.4549,0,0,0,0,0,0,0
"757",33,17,0.3749,0.2092,0.2571,0.7909,0.296,0.4311,0.4408,0.8345,0.4782
"758",33,18,0.2303,0.1285,0.0398,0.3542,0.3371,0.2265,0.3393,0.4379,0.3892
"759",33,19,0.3591,0.2004,0.0491,0.3501,0.2979,0.2705,0.2315,0.3969,0.3821
"760",33,20,0.2748,0.1534,0.0268,0.5989,0.2005,0.151,0.5457,0.6667,0.121
"761",33,21,0.3594,0.2006,0.1218,0.4957,0.5125,0.2838,0.3861,0.392,0.5355
"762",33,22,1.0029,0.5597,0.3262,0.6579,0.4059,0.4332,0.5534,0.6784,0.4365
"763",33,24,1.0882,0.6073,0.2285,0.556,0.3653,0.5603,0.5537,0.5144,0.5071
"764",33,26,0.9344,0.5215,0.1951,0.8611,0.2892,0.2519,0.8034,0.8586,0.3006
"765",33,27,0.4627,0.2582,0.091,0.436,0.5222,0.3339,0.3158,0.5955,0.4418
"766",33,28,0.854,0.4767,0.0776,0.3053,0.291,0.3507,0.2763,0.336,0.4484
"767",33,29,0.2371,0.1323,0.0635,0.4088,0.4846,0.3042,0.2207,0.4903,0.4802
"768",33,30,0.104,0.058,0,0,0,0,0,0,0
"769",33,31,0.4013,0.2239,0.0781,0.2485,0.5324,0.2458,0.1924,0.5379,0.5497
"770",33,32,0.843,0.4705,0.0808,0.7348,0.2801,0.1292,0.6233,0.6441,0.236
"771",33,34,0.7843,0.4377,0.2245,0.6264,0.3366,0.4677,0.3733,0.6079,0.5148
"772",33,35,0.5445,0.3039,0.0204,0.4557,0.4003,0.1212,0.4153,0.5667,0.4627
"773",33,36,0.6889,0.3845,0.4796,0.8113,0.3645,0.5747,0.2642,0.7745,0.6098
"774",33,37,0.8693,0.4852,0.0666,0.2809,0.4868,0.1867,0.2926,0.4434,0.4439
"775",33,38,0.2192,0.1223,0.0252,0.2519,0.4148,0.071,0.181,0.6667,0.4857
"776",33,39,0.2037,0.1137,0.058,0.4377,0.4101,0.2472,0.4495,0.5565,0.4097
"777",33,40,0.7931,0.4426,0.0365,0.4928,0.4168,0.1019,0.4413,0.4817,0.4422
"778",33,41,0.4926,0.2749,0.0179,0.291,0.178,0.1727,0.2782,0.3288,0.1998
"779",33,42,0.2878,0.1606,0.307,0.7927,0.4944,0.6845,0.6337,0.7609,0.5626
"780",33,45,0.976,0.5447,0.134,0.4166,0.4538,0.3882,0.3908,0.5017,0.5972
"781",33,46,0.3533,0.1972,0.0256,0.3837,0.2474,0.1519,0.4421,0.3195,0.2965
"782",33,47,0.7467,0.4167,0.0597,0.2778,0.3645,0.2802,0.227,0.3743,0.2508
"783",33,48,0.4884,0.2726,0,NA,0,0,NA,NA,0
"784",33,49,0.2732,0.1525,0.0106,NA,0.2124,0.0145,NA,NA,0.1979
"785",33,51,0.9246,0.5161,0.0325,0.2024,0.2286,0.185,0.2875,0.3098,0.1554
"786",33,53,1.1228,0.6266,0.1226,0.5393,0.3809,0.3943,0.3766,0.4041,0.3743
"787",33,54,0.2704,0.1509,0.0662,0.4268,0.4628,0.1853,0.3714,0.6053,0.432
"788",33,55,0.31,0.173,0.0525,0.3678,0.343,0.1866,0.385,0.2777,0.3252
"789",33,56,0.3409,0.1903,0.0303,0.3686,0.2846,0.1555,0.342,0.3554,0.2269
"790",33,72,0.0651,0.0363,0.0563,0.341,0.5595,0.2125,0.2818,0.6803,0.6247
"791",35,1,0.8234,0.4595,0.1131,0.3198,0.3575,0.472,0.2199,0.5707,0.491
"792",35,5,0.8694,0.4852,0.2617,0.5564,0.4323,0.3391,0.4194,0.7013,0.5925
"793",35,6,1.0572,0.59,0.1406,0.743,0.2851,0.3865,0.3565,0.6682,0.4325
"794",35,8,0.6023,0.3361,0.0332,0.2339,0.3031,0.1539,0.2258,0.2782,0.3166
"795",35,12,0.8335,0.4652,0.0566,0.2853,0.2436,0.2224,0.1335,0.1983,0.1578
"796",35,13,0.7947,0.4435,0.0963,0.3564,0.4219,0.2137,0.2725,0.4813,0.425
"797",35,16,0.3874,0.2162,0.0404,0.6216,0.3103,0.2127,0.4599,0.6946,0.3505
"798",35,17,0.1328,0.0741,0.0305,0.3374,0.2732,0.2228,0.3924,0.4286,0.2933
"799",35,18,0.5045,0.2816,0.1717,0.5111,0.4515,0.2381,0.4286,0.6041,0.4447
"800",35,19,0.2339,0.1305,0.0523,0.4369,0.3747,0.2332,0.3163,0.2897,0.3358
"801",35,20,0.7121,0.3974,0.0768,0.4086,0.4362,0.3606,0.3473,0.505,0.5837
"802",35,21,0.4445,0.2481,0.0904,0.4288,0.5018,0.242,0.3558,0.3065,0.4534
"803",35,22,0.7576,0.4228,0.2863,0.6137,0.6115,0.2534,0.3962,0.7323,0.6002
"804",35,24,0.5346,0.2984,0.0541,0.3041,0.177,0.2488,0.2621,0.3626,0.3193
"805",35,26,0.2373,0.1324,0.0285,0.321,0.4348,0.1243,0.3125,0.4475,0.4382
"806",35,27,0.2299,0.1283,0.0539,0.3825,0.3688,0.2543,0.3122,0.425,0.397
"807",35,28,0.9,0.5023,0.2752,0.5831,0.3971,0.4889,0.3632,0.5276,0.4697
"808",35,29,0.2344,0.1308,0.0473,0.8283,0.5889,0.1693,0.875,0.9,0.6115
"809",35,30,0.8344,0.4657,0.3483,0.4762,0.2179,0.5278,0.5145,0.512,0.5205
"810",35,31,0.3668,0.2047,0.0961,0.3329,0.3663,0.3305,0.4155,0.5619,0.412
"811",35,34,1.1271,0.629,0.1877,0.6146,0.3626,0.5114,0.4441,0.5036,0.5821
"812",35,35,1.123,0.6268,0.2365,0.3401,0.2706,0.3671,0.4732,0.2296,0.4783
"813",35,36,0.317,0.1769,0.0894,0.5036,0.3601,0.2794,0.3426,0.5964,0.412
"814",35,37,0.8042,0.4488,0.1079,0.4271,0.3147,0.385,0.3056,0.4352,0.3766
"815",35,38,0.5352,0.2987,0.0688,0.4017,0.4249,0.2541,0.3089,0.3901,0.4789
"816",35,39,0.9811,0.5476,0.3906,0.7311,0.3975,0.5159,0.725,0.762,0.6091
"817",35,40,1.0377,0.5792,0.0357,0.557,0.2903,0.1871,0.4787,0.6378,0.3257
"818",35,41,0.7149,0.399,0.0713,0.3285,0.318,0.3139,0.3501,0.3936,0.4646
"819",35,42,0.2292,0.1279,0.1063,0.5823,0.3696,0.3537,0.426,0.3868,0.4515
"820",35,45,0.949,0.5297,0.0819,0.3154,0.3564,0.2567,0.3009,0.4223,0.271
"821",35,46,0.3202,0.1787,0.0471,0.3494,0.2526,0.3112,0.2878,0.3398,0.4529
"822",35,47,0.2253,0.1258,0.0595,0.3699,0.3829,0.3588,0.4177,0.5239,0.3867
"823",35,48,0.6145,0.343,0.0888,0.5514,0.3583,0.311,0.3392,0.4734,0.4253
"824",35,49,0.8434,0.4707,0.1177,0.4216,0.3195,0.4436,0.3145,0.3192,0.291
"825",35,51,0.2152,0.1201,0.0551,0.3335,0.4628,0.2484,0.4014,0.6886,0.4781
"826",35,53,0.8239,0.4598,0.0595,0.4216,0.3089,0.2106,0.2689,0.3283,0.2808
"827",35,54,0.138,0.077,0.0507,0.3129,0.3365,0.296,0.4463,0.4907,0.37
"828",35,55,0.3886,0.2169,0.0536,0.323,0.3174,0.2397,0.2335,0.2801,0.309
"829",35,56,0.4083,0.2279,0.0166,0.2338,0.2262,0.1498,0.2749,0.1026,0.28
"830",35,72,0.0441,0.0246,0.0549,0.5959,0.6612,0.2145,0.6569,0.719,0.5801
"831",36,51,1.0729,0.5988,0.0972,0.3106,0.2619,0.3452,0.2885,0.2969,0.3864
"832",37,1,0.7829,0.437,0.2459,0.5482,0.5148,0.5669,0.428,0.5824,0.4348
"833",37,5,0.6987,0.39,0.2488,0.5948,0.5501,0.2324,0.4818,0.7406,0.4466
"834",37,6,1.2853,0.7173,0.2956,0.6824,0.5159,0.6433,0.5353,0.6744,0.5724
"835",37,8,0.7593,0.4237,0.1748,0.4877,0.2004,0.4443,0.4464,0.4426,0.4389
"836",37,12,0.698,0.3896,0.1914,0.6139,0.5546,0.4193,0.1946,0.3425,0.2488
"837",37,13,0.8645,0.4825,0.0216,0.1195,0.352,0.1736,0.2744,0.3825,0.412
"838",37,16,0.2859,0.1596,0.0182,0.2716,0.3368,0.1014,0.3102,0.6,0.3052
"839",37,17,0.7435,0.4149,0.122,0.5416,0.4508,0.2615,0.482,0.3113,0.4469
"840",37,18,0.3167,0.1768,0.1319,0.4167,0.4294,0.4915,0.4091,0.4783,0.417
"841",37,19,0.171,0.0954,0.0708,0.4612,0.3255,0.372,0.6413,0.4241,0.435
"842",37,20,0.5057,0.2822,0.0663,0.3689,0.4983,0.3372,0.2593,0.3186,0.4771
"843",37,21,0.3327,0.1857,0.1063,0.5162,0.316,0.3416,0.3675,0.4713,0.4299
"844",37,22,0.828,0.4621,0.0724,0.2985,0.3511,0.2218,0.2635,0.3498,0.3606
"845",37,24,0.8169,0.4559,0.0958,0.4229,0.405,0.3341,0.2176,0.3323,0.2008
"846",37,26,0.4483,0.2502,0.0768,0.47,0.4702,0.1938,0.4448,0.2767,0.4787
"847",37,27,0.7163,0.3998,0.0815,0.4033,0.2812,0.3715,0.3354,0.3442,0.4155
"848",37,28,0.7249,0.4046,0.1377,0.4082,0.4996,0.3717,0.4237,0.7194,0.5532
"849",37,29,0.4773,0.2664,0.0796,0.4447,0.2739,0.3143,0.387,0.3697,0.2961
"850",37,30,0.3383,0.1888,0,NA,0,0,NA,NA,0
"851",37,31,0.7723,0.431,0.2738,0.6007,0.286,0.5703,0.24,0.5714,0.4783
"852",37,34,0.4843,0.2703,0.0409,0.3241,0.2965,0.1987,0.2448,0.3303,0.2729
"853",37,35,0.8804,0.4914,0.1143,0.4816,0.4992,0.3676,0.2226,0.5122,0.4517
"854",37,36,0.4164,0.2324,0.1601,0.4751,0.3946,0.3286,0.3654,0.398,0.4517
"855",37,37,0.9007,0.5027,0.1516,0.3341,0.3108,0.5768,0.4214,0.4777,0.5856
"856",37,38,0.164,0.0915,0.009,0.6323,0.2989,0.2037,0.4286,0.3333,0.0952
"857",37,39,0.1766,0.0986,0.0757,0.4385,0.4998,0.3572,0.4757,0.5872,0.6149
"858",37,40,0.8035,0.4485,0.028,0.4251,0.2945,0.2027,0.4439,0.5244,0.3209
"859",37,41,0.5428,0.3029,0.043,0.6677,0.2334,0.257,0.7428,0.6939,0.342
"860",37,42,0.2946,0.1644,0.0941,0.5605,0.3736,0.3079,0.4479,0.4257,0.3742
"861",37,45,0.9256,0.5166,0.1722,0.443,0.3524,0.5672,0.3919,0.4197,0.5224
"862",37,46,0.4736,0.2643,0.2074,0.2843,0.3379,0.2136,0.2258,0.4583,0.3978
"863",37,47,1.1015,0.6147,0.2311,0.539,0.3875,0.5236,0.5031,0.5782,0.4898
"864",37,48,0.9347,0.5217,0.1776,0.512,0.4011,0.4124,0.3147,0.538,0.4851
"865",37,49,0.9421,0.5258,0.442,0.3756,0.3025,0.2994,0.2973,0.3988,0.4451
"866",37,51,0.7917,0.4418,0.0228,0.1454,0.3694,0.2477,0.201,0.4433,0.467
"867",37,53,0.5799,0.3236,0.0404,0.3919,0.3519,0.2593,0.3266,0.1967,0.2466
"868",37,54,0.6096,0.3402,0.0523,0.295,0.2677,0.2881,0.2532,0.2787,0.2605
"869",37,55,0.1828,0.102,0.0445,0.6793,0.3721,0.2492,0.5135,0.9286,0.4344
"870",37,56,0.6361,0.355,0.0365,0.3166,0.3062,0.2042,0.2987,0.3037,0.3495
"871",37,72,0.0773,0.0432,0.039,0.2236,0.5276,0.2815,0.3728,0.5696,0.3865
"872",39,1,0.567,0.3164,0.1491,0.4665,0.4948,0.2843,0.3862,0.5435,0.4722
"873",39,5,0.8673,0.484,0.1376,0.421,0.6014,0.2665,0.1767,0.6562,0.6538
"874",39,6,1.017,0.5676,0.236,0.6055,0.4116,0.5234,0.4141,0.539,0.448
"875",39,8,0.4112,0.2295,0.0173,0.3503,0.1556,0.1023,0.3261,0.2391,0.1892
"876",39,12,0.9977,0.5568,0.1682,0.4952,0.3812,0.4858,0.3445,0.4629,0.4758
"877",39,13,0.8937,0.4988,0.0501,0.2605,0.2617,0.2335,0.2499,0.3636,0.2396
"878",39,16,0.8527,0.4759,0.0381,0.2593,0.3009,0.2098,0.3324,0.2136,0.3572
"879",39,17,0.2305,0.1286,0.0464,0.3984,0.2812,0.2462,0.3527,0.4614,0.3589
"880",39,18,0.7709,0.4302,0.1649,0.5572,0.3151,0.4585,0.4118,0.5618,0.4484
"881",39,19,0.427,0.2383,0.1149,0.4053,0.3316,0.4461,0.484,0.5629,0.257
"882",39,20,0.1852,0.1033,0.0511,0.2974,0.3382,0.3503,0.3706,0.2941,0.6143
"883",39,21,0.2199,0.1228,0.0464,0.6079,0.2692,0.1198,0.4881,0.7571,0.3761
"884",39,22,0.7902,0.441,0.2256,0.509,0.4368,0.4586,0.562,0.5192,0.5239
"885",39,24,0.9391,0.5241,0.1942,0.5239,0.3095,0.3646,0.4571,0.4132,0.2783
"886",39,26,0.2012,0.1123,0.0262,0.4164,0.3491,0.1089,0.3828,0.5791,0.3152
"887",39,27,0.3038,0.1695,0.0523,0.3485,0.2148,0.3326,0.3802,0.4519,0.3539
"888",39,28,0.4573,0.2552,0.1411,0.5524,0.3874,0.215,0.5045,0.543,0.2975
"889",39,29,0.2172,0.1212,0.021,0.3828,0.2624,0.1745,0.2934,0.5304,0.356
"890",39,30,0.1976,0.1103,0.0135,0.0477,0.3811,0.1421,0.0985,0.3333,0.2955
"891",39,31,0.3646,0.2035,0.119,0.5779,0.334,0.4536,0.3034,0.6528,0.43
"892",39,34,1.2604,0.7034,0.2732,0.6816,0.2961,0.6044,0.4577,0.6235,0.593
"893",39,35,0.8695,0.4853,0.3169,0.3621,0.4574,0.2863,0.3497,0.3721,0.4293
"894",39,36,0.5462,0.3048,0.2022,0.7062,0.2632,0.3047,0.4302,0.6074,0.2853
"895",39,37,0.3844,0.2145,0.0646,0.511,0.3945,0.2008,0.4789,0.485,0.4208
"896",39,38,0.0935,0.0522,0.031,0.2178,0.4964,0.0591,0.1587,0.7143,0.5556
"897",39,39,0.4736,0.2643,0.0733,0.4414,0.4149,0.3282,0.2492,0.438,0.3515
"898",39,40,0.9179,0.5123,0.1074,0.4842,0.2858,0.4347,0.4368,0.3972,0.5211
"899",39,41,0.6314,0.3524,0.0472,0.3018,0.3533,0.2647,0.2908,0.3096,0.4294
"900",39,42,0.2389,0.1333,0.1141,0.5878,0.4316,0.3064,0.3604,0.5248,0.4169
"901",39,45,0.821,0.4582,0.0783,0.2939,0.4264,0.3468,0.3529,0.4804,0.2621
"902",39,46,0.1829,0.1021,0.0571,0.2864,0.4178,0.2737,0.2558,0.6667,0.5988
"903",39,47,0.3356,0.1873,0.0523,0.3643,0.3041,0.2665,0.3607,0.4642,0.3813
"904",39,48,1.1851,0.6614,0.1299,0.4432,0.6041,0.2943,0.4179,0.4368,0.6334
"905",39,49,0.5274,0.2944,0.0817,0.4898,0.5106,0.3375,0.4614,0.5352,0.5563
"906",39,53,0.6088,0.3398,0.0779,0.3241,0.2061,0.388,0.4761,0.4349,0.438
"907",39,54,0.4807,0.2683,0.1786,0.5663,0.5049,0.2982,0.4582,0.6033,0.4139
"908",39,55,0.3876,0.2163,0.0852,0.5151,0.3974,0.339,0.4292,0.4818,0.3949
"909",39,56,0.5781,0.3227,0.1016,0.3458,0.2283,0.4182,0.2773,0.3497,0.2372
"910",39,72,0.0233,0.013,0.0765,0.7895,NA,0.2346,0.8707,NA,NA
"911",41,1,0.7782,0.4343,0.0506,0.2031,0.5183,0.2195,0.2228,0.4908,0.3759
"912",41,5,0.9176,0.5121,0.1924,0.4841,0.3816,0.3155,0.3684,0.5219,0.4123
"913",41,6,0.9014,0.5031,0.1687,0.5717,0.2572,0.4997,0.4923,0.4946,0.3958
"914",41,8,0.9415,0.5254,0.0725,0.4079,0.2557,0.3111,0.2019,0.3278,0.3088
"915",41,12,0.5116,0.2855,0.1236,0.664,0.2085,0.1861,0.5769,0.5743,0.2617
"916",41,16,0.3409,0.1903,0.041,0.4699,0.3368,0.2384,0.5217,0.5422,0.4336
"917",41,17,0.3346,0.1868,0.2002,0.3598,0.4153,0.6293,0.6368,0.5607,0.4383
"918",41,18,0.2075,0.1158,0.0613,0.3821,0.341,0.266,0.4843,0.5175,0.4171
"919",41,19,0.2571,0.1435,0.0551,0.3855,0.276,0.305,0.3136,0.3691,0.2371
"920",41,20,0.3506,0.1957,0.0245,0.2038,0.3423,0.1809,0.3395,0.3625,0.4243
"921",41,21,0.4781,0.2669,0.0483,0.2976,0.3151,0.2961,0.226,0.3667,0.3205
"922",41,22,0.7352,0.4103,0.2439,0.515,0.4177,0.2923,0.3877,0.4602,0.4269
"923",41,24,0.7349,0.4102,0.1201,0.4001,0.3874,0.4311,0.2912,0.3563,0.3838
"924",41,26,0.2977,0.1661,0.0289,0.4597,0.3564,0.2373,0.4724,0.5209,0.3445
"925",41,27,0.1737,0.097,0.0428,0.385,0.3245,0.2587,0.3418,0.3358,0.3265
