"","COUNTYA","STATEA","Entropia","Entropia_std","H","D_wb","D_wa","D_wl","D_bl","D_ba","D_la"
"276",11,40,0.5918,0.3303,0.1556,0.6652,0.5967,0.2385,0.4827,0.7022,0.5786
"277",11,41,0.2831,0.158,0.0356,0.477,0.2874,0.1839,0.4768,0.4957,0.2869
"278",11,42,0.3766,0.2102,0.3228,0.6665,0.4077,0.7166,0.3235,0.6297,0.6878
"279",11,45,0.7386,0.4122,0.1628,0.389,0.6071,0.5015,0.5414,0.7995,0.8425
"280",11,46,0.1441,0.0804,0.1037,0.4802,0.4408,0.3951,0.5741,0.3574,0.5293
"281",11,47,0.2584,0.1442,0.1574,0.5202,0.3535,0.3333,0.4849,0.554,0.306
"282",11,48,0.1748,0.0976,0.0509,NA,0.7514,0.1624,NA,NA,0.6182
"283",11,49,0.3487,0.1946,0.109,0.5937,0.3076,0.3507,0.4182,0.3912,0.2074
"284",11,50,0.1289,0.0719,0.0979,0.4569,0.3661,0.2533,0.4746,0.5014,0.4105
"285",11,51,0.5665,0.3162,0.0584,0.2441,0.6756,0.4791,0.4327,0.5737,0.7667
"286",11,53,0.3451,0.1926,0.0471,0.367,0.2866,0.2043,0.2916,0.2641,0.2593
"287",11,54,0.2449,0.1367,0.3335,0.6751,0.4921,0.3065,0.66,0.7362,0.5104
"288",11,55,0.051,0.0285,0.087,0.7742,0.3737,0.3783,0.5,0.6897,0.3933
"289",11,56,0.0678,0.0378,0.1145,NA,0.8625,0.4237,NA,NA,0.9231
"290",12,4,0.9922,0.5537,0.2647,0.5424,0.4668,0.4546,0.5928,0.5237,0.4743
"291",13,1,0.7067,0.3944,0.1599,0.3673,0.6642,0.4914,0.3701,0.6734,0.6089
"292",13,2,1.2667,0.7069,0.1292,0.2702,0.4409,0.2509,0.1889,0.313,0.3472
"293",13,4,0.7468,0.4168,0.236,0.5331,0.3378,0.5069,0.4031,0.5195,0.5379
"294",13,5,0.6059,0.3381,0.0359,0.1882,0.5102,0.3212,0.2556,0.5503,0.5991
"295",13,6,0.9743,0.5438,0.2099,0.6944,0.3752,0.3869,0.5014,0.539,0.3947
"296",13,8,0.4422,0.2468,0.0836,0.3244,0.3066,0.3308,0.4289,0.2787,0.4293
"297",13,9,0.2916,0.1627,0.1443,0.4655,0.4649,0.3364,0.3099,0.4636,0.4038
"298",13,12,0.5529,0.3086,0.2988,0.6562,0.5615,0.3251,0.4862,0.7469,0.5645
"299",13,13,0.4588,0.2561,0.1866,0.5502,0.371,0.2652,0.5696,0.6481,0.2589
"300",13,16,0.2052,0.1145,0.0448,0.6316,0.312,0.1926,0.628,0.7732,0.353
"301",13,17,0.0484,0.027,0.1241,0.8496,0.4134,0.602,1,0.7333,0.55
"302",13,18,0.0845,0.0472,0.0909,0.659,0.542,0.3293,0.7021,0.6239,0.7139
"303",13,19,0.3577,0.1996,0.3466,0.7011,0.4134,0.3154,0.6591,0.7935,0.5044
"304",13,20,0.3958,0.2209,0.2901,0.4944,0.6021,0.3919,0.5634,0.716,0.8031
"305",13,21,0.1631,0.0911,0.1908,0.5457,0.5507,0.4669,0.57,0.6884,0.6504
"306",13,22,0.7289,0.4068,0.178,0.3731,0.5564,0.3402,0.349,0.7411,0.7654
"307",13,23,0.0748,0.0417,0.0924,0.605,0.411,0.3531,0.6161,0.672,0.4786
"308",13,24,0.2022,0.1129,0.1225,0.4881,0.2906,0.2635,0.4748,0.5159,0.3362
"309",13,25,0.6391,0.3567,0.4046,0.7183,0.413,0.7028,0.5681,0.6727,0.6602
"310",13,26,0.4306,0.2403,0.1156,0.8187,0.4462,0.3762,0.7316,0.9,0.6824
"311",13,27,0.1751,0.0977,0.0845,0.513,0.4199,0.2679,0.4542,0.3083,0.4421
"312",13,28,0.6242,0.3484,0.0851,0.3042,0.7867,0.3555,0.4829,0.6961,0.6282
"313",13,29,0.1118,0.0624,0.1826,0.7502,0.6555,0.3184,0.8448,0.8411,0.5945
"314",13,30,0.3763,0.21,0.1125,0.5115,0.3986,0.3358,0.3576,0.2953,0.3422
"315",13,31,0.3682,0.2055,0.0794,0.383,0.2745,0.2855,0.316,0.4719,0.4439
"316",13,32,0.7289,0.4068,0.1234,0.556,0.2519,0.1914,0.6312,0.645,0.3298
"317",13,33,0.1076,0.0601,0.0738,0.4149,0.3617,0.3108,0.3774,0.4728,0.4284
"318",13,34,1.1082,0.6185,0.4879,0.8368,0.313,0.6876,0.6692,0.7978,0.7139
"319",13,35,0.8235,0.4596,0.1866,0.4075,0.3842,0.4153,0.5194,0.4219,0.5973
"320",13,36,0.2642,0.1475,0.2217,0.6076,0.4438,0.5759,0.4368,0.6685,0.6755
"321",13,37,0.6637,0.3704,0.2126,0.4183,0.5023,0.4358,0.4778,0.581,0.6212
"322",13,38,0.0713,0.0398,0.1671,0.7781,0.6,0.5301,0.8571,0.3333,0.6905
"323",13,39,0.1347,0.0752,0.166,0.5511,0.5783,0.4672,0.5581,0.6738,0.7069
"324",13,40,0.5766,0.3218,0.0773,0.7209,0.4932,0.1896,0.7053,0.7886,0.4863
"325",13,41,0.2325,0.1298,0.0323,0.6074,0.3454,0.1546,0.6204,0.6963,0.4645
"326",13,42,0.0987,0.0551,0.1852,0.5964,0.5522,0.4763,0.6284,0.684,0.5697
"327",13,45,0.7708,0.4302,0.2406,0.496,0.4041,0.3983,0.5064,0.5576,0.3135
"328",13,46,0.1825,0.1019,0.0655,0.5056,0.4778,0.4303,0.611,0.5463,0.4851
"329",13,47,0.0864,0.0482,0.1717,0.7872,0.5175,0.3209,0.8795,0.8769,0.6237
"330",13,48,0.7484,0.4177,0.1133,0.4626,0.3689,0.3126,0.5672,0.4792,0.5409
"331",13,49,0.3459,0.1931,0.0717,0.6402,0.4304,0.2566,0.64,0.4839,0.3868
"332",13,50,0.0874,0.0488,0.0911,0.4087,0.6159,0.4012,0.3167,0.5,0.45
"333",13,51,0.9592,0.5353,0.173,0.5598,0.2982,0.4561,0.4023,0.4547,0.2788
"334",13,53,0.4289,0.2394,0.1002,0.7559,0.4235,0.3152,0.7019,0.875,0.1903
"335",13,54,0.0599,0.0334,0.0731,0.6778,0.2951,0.3729,0.7778,0.7667,0.5222
"336",13,55,0.2189,0.1222,0.2343,0.6978,0.5116,0.4371,0.6564,0.7917,0.5078
"337",13,56,0.6563,0.3663,0.3707,0.6604,0.4337,0.356,0.578,0.5798,0.5125
"338",15,1,0.5961,0.3327,0.3314,0.5905,0.4805,0.4659,0.6256,0.6632,0.3237
"339",15,4,0.3638,0.203,0.1624,0.4461,0.3415,0.2167,0.4489,0.5003,0.3776
"340",15,5,0.1243,0.0694,0.0529,0.9052,0.3615,0.2161,0.9639,0.9815,0.3253
"341",15,6,0.8028,0.4481,0.132,0.7665,0.3278,0.3804,0.5085,0.8315,0.552
"342",15,8,0.4597,0.2565,0.1152,0.8409,0.3597,0.3176,0.6665,0.7348,0.2906
"343",15,9,0.2981,0.1663,0.2246,0.469,0.4039,0.642,0.4696,0.4479,0.6363
"344",15,12,0.319,0.1781,0.1099,0.4727,0.2974,0.2685,0.2931,0.4479,0.2867
"345",15,13,0.3867,0.2158,0.1779,0.4506,0.4867,0.2907,0.4627,0.5773,0.4858
"346",15,16,0.2041,0.1139,0.0829,0.9428,0.414,0.2304,0.9762,0.8571,0.5476
"347",15,17,0.1678,0.0936,0.1153,0.4919,0.4344,0.4113,0.352,0.5195,0.4477
"348",15,18,0.0595,0.0332,0.0934,0.5281,0.8302,0.3595,0.589,0.6316,0.8099
"349",15,19,0.0707,0.0394,0.0713,0.4574,0.4081,0.2425,0.5964,0.6475,0.3968
"350",15,20,0.1919,0.1071,0.0561,0.4502,0.376,0.2445,0.4209,0.4841,0.3788
"351",15,21,0.1223,0.0683,0.075,0.4108,0.3762,0.3777,0.3676,0.4274,0.3331
"352",15,22,0.6764,0.3775,0.1664,0.4454,0.356,0.2497,0.4624,0.5688,0.2538
"353",15,23,0.0631,0.0352,0.1288,0.6506,0.4996,0.4042,0.7108,0.7222,0.5675
"354",15,24,0.2771,0.1547,0.1834,0.5419,0.3939,0.3304,0.3998,0.6057,0.4535
"355",15,25,0.3603,0.2011,0.145,0.5258,0.5486,0.4082,0.3198,0.2987,0.3357
"356",15,26,0.1185,0.0661,0.0734,0.5137,0.3317,0.3108,0.5478,0.6066,0.4243
"357",15,27,0.0665,0.0371,0.1096,0.6966,0.3493,0.5054,0.7766,0.603,0.5856
"358",15,28,0.7135,0.3982,0.0935,0.3129,0.7286,0.3747,0.3785,0.8461,0.8571
"359",15,29,0.0848,0.0473,0.0711,0.6525,0.5481,0.2596,0.7436,0.7981,0.5705
"360",15,30,0.2093,0.1168,0.3592,0.8129,0.6596,0.4137,0.84,0.625,0.75
"361",15,31,0.0637,0.0356,0.1166,NA,0.8681,0.654,NA,NA,0.6667
"362",15,32,0.5732,0.3199,0.0451,0.5549,0.3226,0.2552,0.5754,0.6032,0.3506
"363",15,33,0.1732,0.0967,0.1042,0.5266,0.344,0.3105,0.4014,0.458,0.3433
"364",15,34,0.4624,0.2581,0.1942,0.5095,0.4208,0.2977,0.3888,0.6219,0.4817
"365",15,35,0.783,0.437,0.17,0.6151,0.5121,0.383,0.4057,0.7449,0.662
"366",15,36,0.3505,0.1956,0.2984,0.6365,0.4455,0.588,0.3632,0.719,0.7021
"367",15,37,0.6973,0.3892,0.1581,0.3611,0.6456,0.4451,0.4633,0.7234,0.8348
"368",15,38,0.1913,0.1068,0.0999,0.5273,0.3962,0.2869,0.475,0.5905,0.4545
"369",15,39,0.088,0.0491,0.1566,0.5087,0.5415,0.5003,0.7098,0.7173,0.683
"370",15,40,0.8263,0.4612,0.1363,0.6494,0.4604,0.3273,0.559,0.5595,0.496
"371",15,41,0.2544,0.142,0.0463,0.4443,0.308,0.2159,0.4856,0.5105,0.3306
"372",15,42,0.0807,0.045,0.1155,0.4965,0.5762,0.3287,0.5267,0.6234,0.5772
"373",15,45,0.7528,0.4202,0.1957,0.4728,0.3805,0.2773,0.5996,0.6705,0.3239
"374",15,46,0.3081,0.1719,0.1936,0.3754,0.6802,0.5064,0.4032,0.5,0.7097
"375",15,47,0.1339,0.0747,0.1307,0.5281,0.4964,0.3525,0.4445,0.6033,0.5549
"376",15,48,0.732,0.4085,0.1078,0.4269,0.6323,0.324,0.4051,0.5754,0.47
"377",15,49,0.1541,0.086,0.0714,0.7661,0.4137,0.3001,0.7534,0.9091,0.5658
"378",15,50,0.0838,0.0468,0.0738,0.3367,0.3917,0.3287,0.4869,0.4025,0.4137
"379",15,51,0.2091,0.1167,0.1852,0.4986,0.4812,0.3805,0.5543,0.6498,0.588
"380",15,53,0.2775,0.1549,0.0613,0.4603,0.3451,0.3108,0.4635,0.5174,0.3761
"381",15,54,0.0225,0.0126,0.1469,0.9147,0.6703,0.5721,0.7857,0.8333,0.5476
"382",15,55,0.0935,0.0522,0.0729,0.5362,0.5141,0.3278,0.4939,0.5158,0.3294
"383",15,56,0.3597,0.2007,0.1747,0.5936,0.5505,0.467,0.6764,0.7738,0.7699
"384",16,2,1.1367,0.6344,0.2095,0.2346,0.3212,0.288,0.5138,0.5466,0.1154
"385",17,1,0.6846,0.3821,0.2534,0.494,0.7713,0.3994,0.532,0.8772,0.811
"386",17,4,0.9633,0.5376,0.5359,0.6721,0.5293,0.4694,0.3533,0.59,0.4788
"387",17,5,0.7639,0.4264,0.2772,0.5275,0.4399,0.4152,0.4802,0.6578,0.6062
"388",17,6,0.4294,0.2396,0.1222,0.4056,0.4352,0.3462,0.3965,0.3868,0.2778
"389",17,8,0.1723,0.0962,0.0458,NA,0.7382,0.113,NA,NA,0.6506
"390",17,12,0.2493,0.1391,0.1402,0.5693,0.4258,0.2443,0.5905,0.6557,0.4701
"391",17,13,0.6721,0.3751,0.3045,0.5545,0.4763,0.3521,0.4786,0.7507,0.6259
"392",17,16,0.143,0.0798,0.06,0.7344,0.4575,0.2583,0.7263,0.7273,0.3788
"393",17,17,0.0538,0.03,0.1178,0.7563,0.5947,0.3659,0.7411,0.913,0.4332
"394",17,18,0.13,0.0725,0.1072,0.5057,0.4763,0.3053,0.4981,0.61,0.5045
"395",17,19,0.0813,0.0453,0.1321,0.6466,0.4717,0.3823,0.5619,0.404,0.5339
"396",17,20,0.1096,0.0612,0.1005,0.6997,0.7901,0.4416,0.5,1,0.975
"397",17,21,0.3417,0.1907,0.3046,0.5654,0.5373,0.3053,0.6393,0.5735,0.5679
"398",17,22,0.7673,0.4283,0.4652,0.6887,0.4166,0.3219,0.5918,0.753,0.4456
"399",17,23,0.0679,0.0379,0.0915,0.5572,0.3839,0.3896,0.6377,0.6938,0.4749
"400",17,24,0.6652,0.3713,0.0769,0.3004,0.2606,0.2501,0.4191,0.4195,0.2544
"401",17,25,0.4453,0.2485,0.1676,0.5095,0.3914,0.4774,0.4021,0.4761,0.3945
"402",17,26,0.2617,0.1461,0.1131,0.5692,0.501,0.348,0.4002,0.6798,0.5477
"403",17,27,0.2324,0.1297,0.2515,0.6536,0.3437,0.3513,0.7585,0.6772,0.4069
"404",17,28,0.7079,0.3951,0.0887,0.3131,0.6002,0.3213,0.3346,0.6598,0.6225
"405",17,29,0.0861,0.0481,0.0851,0.5356,0.5386,0.3291,0.6762,0.4405,0.6071
"406",17,30,0.1786,0.0997,0.0429,0.5102,0.3288,0.2004,0.5307,0.5105,0.3933
"407",17,31,0.0722,0.0403,0.0471,0.7998,0.315,0.2593,0.6667,0.7143,0.3333
"408",17,32,0.3847,0.2147,0.0967,0.746,0.4519,0.168,0.6542,0.6084,0.4279
"409",17,33,0.1485,0.0829,0.0581,0.3737,0.3325,0.2245,0.3271,0.3818,0.3426
"410",17,34,1.1849,0.6613,0.3003,0.7488,0.4441,0.4523,0.7304,0.6968,0.5492
"411",17,35,0.7688,0.4291,0.1642,0.5039,0.6562,0.3992,0.4914,0.493,0.6074
"412",17,36,0.1364,0.0761,0.1205,0.5462,0.4242,0.3215,0.4694,0.6838,0.4761
"413",17,37,0.7798,0.4352,0.1964,0.4165,0.7539,0.4253,0.4749,0.8734,0.6857
"414",17,38,0.1655,0.0924,0.0917,0.4539,0.4547,0.2981,0.3972,0.4793,0.4547
"415",17,39,0.2781,0.1552,0.2962,0.6177,0.4867,0.2972,0.5872,0.6738,0.4183
"416",17,40,0.4838,0.27,0.1319,0.6091,0.5493,0.2563,0.4904,0.7598,0.5826
"417",17,41,0.1915,0.1069,0.0426,0.5954,0.3269,0.2016,0.6064,0.6441,0.3502
"418",17,42,0.3,0.1674,0.1724,0.5746,0.3658,0.3809,0.4104,0.514,0.4182
"419",17,45,0.7201,0.4019,0.1026,0.3275,0.6052,0.384,0.5388,0.7957,0.5385
"420",17,46,0.5433,0.3032,0.5496,NA,NA,0.827,NA,NA,NA
"421",17,47,0.3961,0.2211,0.1248,0.3748,0.8213,0.3397,0.4589,0.7657,0.872
"422",17,48,0.7671,0.4281,0.1157,0.4171,0.4928,0.2905,0.3687,0.7094,0.6541
"423",17,49,0.1535,0.0856,0.0596,0.795,0.4767,0.1433,0.8857,1,0.4643
"424",17,50,0.0781,0.0436,0.0661,0.4265,0.2647,0.3,0.4615,0.469,0.4432
"425",17,51,0.2555,0.1426,0.0799,0.3573,0.61,0.4832,0.3411,0.7328,0.5707
"426",17,53,0.428,0.2388,0.1777,0.3901,0.3243,0.4988,0.5812,0.4657,0.64
"427",17,54,0.0526,0.0293,0.0803,0.8755,0.1659,0.3413,0.9167,0.875,0.25
"428",17,55,0.079,0.0441,0.1474,0.6447,0.5465,0.3695,0.5999,0.8358,0.6948
"429",17,56,0.1976,0.1103,0.141,0.7473,0.7114,0.3414,0.6716,1,0.7313
"430",19,1,0.2914,0.1626,0.2081,0.5312,0.5905,0.3417,0.5752,0.6411,0.6491
"431",19,4,0.8807,0.4915,0.2651,0.4637,0.3205,0.51,0.4319,0.4185,0.5402
"432",19,5,0.6173,0.3445,0.1685,0.3726,0.5546,0.2703,0.3202,0.6324,0.5878
"433",19,6,1.1119,0.6206,0.2471,0.5793,0.5043,0.5104,0.5443,0.5419,0.4865
"434",19,8,0.22,0.1228,0.0578,0.4082,0.4426,0.2026,0.4771,0.5701,0.5078
"435",19,12,0.4245,0.2369,0.1132,0.4188,0.3473,0.2297,0.3658,0.4462,0.2443
"436",19,13,0.4808,0.2684,0.2777,0.645,0.5201,0.3892,0.5418,0.8212,0.6799
"437",19,16,0.2838,0.1584,0.0691,0.4287,0.2743,0.3149,0.4585,0.4122,0.4045
"438",19,17,0.61,0.3404,0.2472,0.5186,0.5252,0.4245,0.5471,0.6315,0.3934
"439",19,18,0.2929,0.1635,0.1948,0.5258,0.3788,0.3115,0.496,0.5529,0.3862
"440",19,19,0.072,0.0402,0.0981,0.567,0.4576,0.3193,0.6269,0.2982,0.5357
"441",19,20,0.2475,0.1381,0.0415,0.4911,0.6371,0.3161,0.3468,0.3986,0.6742
"442",19,21,0.1737,0.0969,0.2773,0.6286,0.4328,0.7374,0.5278,0.61,0.7131
"443",19,22,0.6381,0.3561,0.4722,0.7245,0.4955,0.2495,0.6246,0.7667,0.488
"444",19,23,0.1436,0.0802,0.1907,0.4878,0.4748,0.3794,0.4714,0.492,0.4324
"445",19,24,0.667,0.3722,0.3885,0.6022,0.3809,0.4518,0.6078,0.7138,0.5546
"446",19,25,0.2252,0.1257,0.0714,0.3099,0.38,0.2638,0.2857,0.4611,0.4311
"447",19,26,0.1906,0.1064,0.0518,0.5392,0.5044,0.2115,0.562,0.6619,0.5209
"448",19,27,0.1177,0.0657,0.0585,0.37,0.3677,0.2779,0.393,0.457,0.3532
"449",19,28,0.6497,0.3626,0.099,0.3088,0.4743,0.3284,0.461,0.4103,0.4484
"450",19,29,0.4757,0.2655,0.1736,0.4726,0.4785,0.2941,0.4124,0.5364,0.363
"451",19,30,0.0976,0.0545,0.055,NA,0.2604,0.3069,NA,NA,0.3611
"452",19,31,0.2016,0.1125,0.1077,0.5565,0.4287,0.3671,0.5216,0.4669,0.5131
"453",19,32,0.4604,0.257,0.0818,0.3349,0.3098,0.2632,0.4914,0.2995,0.5004
"454",19,33,0.0873,0.0487,0.0787,0.4369,0.4106,0.2536,0.441,0.4813,0.4491
"455",19,34,0.258,0.144,0.1463,0.6295,0.3199,0.2688,0.4766,0.6687,0.3544
"456",19,35,0.4944,0.2759,0.12,0.6935,0.7404,0.3024,0.7296,1,0.5806
"457",19,36,0.3421,0.1909,0.2845,0.6585,0.4975,0.5753,0.1681,0.5806,0.5895
"458",19,37,0.5539,0.3091,0.2191,0.4887,0.6079,0.3735,0.5305,0.6599,0.5289
"459",19,38,0.0636,0.0355,0.2033,0.684,0.7685,0.6632,0.75,0.75,1
"460",19,39,0.0828,0.0462,0.1671,0.6563,0.5697,0.3907,0.7423,0.8163,0.6381
"461",19,40,0.677,0.3779,0.1652,0.6053,0.467,0.3355,0.5193,0.5532,0.3963
"462",19,41,0.2429,0.1356,0.0414,0.5397,0.2916,0.2263,0.5112,0.5201,0.3212
"463",19,42,0.0895,0.0499,0.1151,0.4904,0.4709,0.3633,0.4825,0.5245,0.5598
"464",19,45,0.7737,0.4318,0.2998,0.5638,0.37,0.3462,0.5272,0.6357,0.3323
"465",19,46,0.2324,0.1297,0.0711,0.6342,0.433,0.2845,0.7952,0.6583,0.5525
"466",19,47,0.1061,0.0592,0.1615,0.7001,0.4163,0.3035,0.7587,0.6098,0.4908
"467",19,48,0.4188,0.2337,0.0378,0.5137,0.3607,0.1798,0.5837,0.3861,0.371
"468",19,49,0.3409,0.1903,0.0516,0.5036,0.4094,0.1253,0.4433,0.4697,0.3836
"469",19,50,0.0728,0.0406,0.1058,0.5952,0.4615,0.3853,0.6775,0.5517,0.4848
"470",19,51,0.3274,0.1827,0.1031,0.3666,0.4691,0.3859,0.5132,0.699,0.4636
"471",19,53,0.5843,0.3261,0.3734,0.7448,0.4943,0.3488,0.5294,0.4783,0.5448
"472",19,54,0.2967,0.1656,0.1856,0.5342,0.6707,0.3487,0.5649,0.7463,0.6885
"473",19,55,0.0607,0.0339,0.1614,0.5424,0.5454,0.451,0.6638,0.7568,0.5817
"474",19,56,0.1295,0.0723,0.0888,0.8123,0.753,0.3342,0.8846,1,0.7821
"475",20,2,0.8142,0.4544,0.0835,0.3804,0.3138,0.2463,0.2426,0.4094,0.2991
"476",21,1,0.3987,0.2225,0.2492,0.5423,0.5463,0.4263,0.6525,0.7767,0.6337
"477",21,4,1.0054,0.5611,0.3134,0.6086,0.3642,0.426,0.4606,0.5142,0.4804
"478",21,5,0.0506,0.0282,0.1069,0.7914,0.7233,0.366,0.7143,1,0.7286
"479",21,6,0.7574,0.4227,0.189,0.5161,0.6332,0.3535,0.4295,0.7349,0.7054
"480",21,8,0.7216,0.4027,0.1239,0.7334,0.3844,0.338,0.5719,0.8125,0.403
"481",21,12,0.5938,0.3314,0.3698,0.7322,0.3773,0.6041,0.4404,0.6989,0.633
"482",21,13,0.7525,0.42,0.4035,0.6279,0.4358,0.3792,0.5468,0.7584,0.5038
"483",21,16,0.2713,0.1514,0.1171,0.6889,0.3219,0.5064,0.2204,0.7391,0.5892
"484",21,17,0.066,0.0369,0.1059,0.5524,0.49,0.4031,0.5958,0.7105,0.6051
"485",21,18,0.066,0.0368,0.1421,0.5898,0.5944,0.4108,0.7157,0.7345,0.7212
"486",21,19,0.1645,0.0918,0.1233,0.5143,0.4959,0.4283,0.3481,0.1947,0.3491
"487",21,20,0.2413,0.1347,0.0597,0.4744,0.6847,0.3186,0.4509,0.7844,0.6669
"488",21,21,0.3689,0.2059,0.1436,0.4261,0.5029,0.3015,0.351,0.5842,0.6244
"489",21,22,0.5679,0.3169,0.155,0.3895,0.4237,0.3791,0.4506,0.4714,0.6375
"490",21,23,0.0791,0.0442,0.1051,0.6645,0.4553,0.3968,0.657,0.7778,0.5773
"491",21,24,0.3402,0.1899,0.17,0.5093,0.4015,0.361,0.4201,0.4634,0.2825
"492",21,25,0.3115,0.1738,0.1258,0.4972,0.4526,0.3252,0.3819,0.497,0.3812
"493",21,26,0.5904,0.3295,0.4607,0.7712,0.5519,0.4076,0.7216,0.8342,0.4886
"494",21,27,0.399,0.2227,0.4246,0.6007,0.462,0.4425,0.6517,0.6761,0.5139
"495",21,28,0.5149,0.2874,0.1382,0.3558,0.8016,0.4514,0.4771,0.5661,0.6786
"496",21,29,0.2832,0.1581,0.1556,0.5567,0.5305,0.2166,0.5793,0.7007,0.5934
"497",21,30,0.1049,0.0586,0.0711,NA,0.5822,0.3088,NA,NA,0.5156
"498",21,31,0.1221,0.0681,0.2254,0.7828,0.6484,0.5665,0.9054,1,0.5927
"499",21,32,0.8594,0.4796,0.2414,0.2889,0.4698,0.1748,0.3358,0.3669,0.4004
"500",21,34,0.835,0.466,0.386,0.7388,0.4216,0.5813,0.5231,0.7868,0.6527
"501",21,35,0.7476,0.4172,0.1075,0.7215,0.5822,0.2957,0.9241,1,0.5293
"502",21,36,0.2852,0.1592,0.2182,0.6372,0.3587,0.3933,0.4025,0.6385,0.4569
"503",21,37,0.3698,0.2064,0.3482,0.6695,0.4021,0.307,0.6075,0.6583,0.4317
"504",21,38,0.0817,0.0456,0.1841,0.6535,0.7469,0.5462,0.4545,1,0.8485
"505",21,39,0.21,0.1172,0.2136,0.6126,0.5403,0.3879,0.546,0.6147,0.5948
"506",21,40,0.7718,0.4308,0.0374,0.4595,0.5518,0.2797,0.4477,0.4995,0.6147
"507",21,41,0.1563,0.0873,0.0758,NA,0.1837,0.4977,NA,NA,0.5667
"508",21,42,0.1706,0.0952,0.2985,0.7586,0.536,0.4347,0.561,0.8296,0.6148
"509",21,45,0.5791,0.3232,0.2821,0.5655,0.6268,0.4128,0.5174,0.6397,0.7134
"510",21,46,0.0195,0.0109,0.1879,0.8184,NA,NA,NA,NA,NA
"511",21,47,0.1617,0.0902,0.0762,0.3785,0.5345,0.2213,0.3654,0.549,0.5442
"512",21,48,0.8562,0.4778,0.1619,0.4555,0.5435,0.3929,0.43,0.6914,0.5679
"513",21,49,0.2646,0.1477,0.0822,0.5998,0.2785,0.1909,0.5903,0.4838,0.3551
"514",21,50,0.0785,0.0438,0.0742,0.4133,0.3448,0.3047,0.4813,0.4571,0.3897
"515",21,51,0.1898,0.1059,0.1784,0.5732,0.5961,0.4829,0.1763,0.75,0.75
"516",21,53,0.8918,0.4977,0.1712,0.5022,0.4239,0.4264,0.404,0.5351,0.4732
"517",21,54,0.084,0.0469,0.1523,0.6523,0.5167,0.599,0.7083,0.5212,0.5094
"518",21,55,0.1187,0.0663,0.1591,0.7656,0.3856,0.3623,0.7135,0.776,0.5362
"519",21,56,0.5556,0.3101,0.1094,0.4181,0.312,0.3322,0.3367,0.3356,0.4118
"520",23,1,0.7182,0.4008,0.2216,0.4509,0.659,0.3572,0.5114,0.8376,0.5868
"521",23,4,0.5754,0.3212,0.2864,0.523,0.4756,0.5975,0.3964,0.5566,0.5096
"522",23,5,0.0677,0.0378,0.0818,0.7293,0.6669,0.3777,0.8762,0.8333,0.8498
"523",23,6,0.5182,0.2892,0.1274,0.4183,0.3941,0.196,0.3881,0.3426,0.3608
"524",23,8,0.6165,0.344,0.2481,0.9099,0.5839,0.4961,0.4847,1,0.8472
"525",23,12,0.5979,0.3337,0.2714,0.4923,0.3591,0.2344,0.5892,0.6549,0.3373
"526",23,13,0.6035,0.3368,0.149,0.4024,0.4615,0.2576,0.5466,0.5634,0.4925
"527",23,16,0.2054,0.1146,0.0381,NA,0.278,0.1979,NA,NA,0.4713
"528",23,17,0.0513,0.0286,0.0981,0.6965,0.4032,0.415,0.7857,0.8167,0.5238
"529",23,18,0.1108,0.0618,0.1169,0.5758,0.5519,0.4266,0.5364,0.7601,0.71
"530",23,19,0.0383,0.0214,0.0948,0.823,0.3589,0.353,0.8649,0.72,0.5016
"531",23,20,0.0709,0.0396,0.125,0.8021,0.5462,0.3976,0.9,0.8889,0.35
"532",23,21,0.0579,0.0323,0.1351,0.5199,0.8697,0.6197,0.8723,1,0.25
"533",23,22,0.3184,0.1777,0.1858,0.6364,0.4342,0.3977,0.3609,0.6777,0.5542
"534",23,23,0.1712,0.0956,0.076,0.41,0.3473,0.2396,0.4112,0.4854,0.3794
"535",23,24,0.0674,0.0376,0.1629,0.6866,0.4882,0.3309,0.7173,0.7495,0.4591
"536",23,25,0.3718,0.2075,0.2038,0.6033,0.3808,0.5414,0.2704,0.4517,0.4674
"537",23,26,0.2037,0.1137,0.2558,0.8409,0.5326,0.3338,0.7247,0.7894,0.4964
"538",23,27,0.0802,0.0448,0.0855,0.8746,0.2915,0.3786,0.9149,0.8605,0.4203
"539",23,28,0.6742,0.3763,0.1616,0.4171,0.7593,0.4381,0.4579,0.9328,0.7656
"540",23,29,0.2783,0.1553,0.1762,0.5154,0.5148,0.3341,0.4662,0.7976,0.5671
"541",23,30,0.2311,0.129,0.0675,0.5073,0.4143,0.2715,0.4248,0.4253,0.3673
"542",23,31,0.0503,0.0281,0.1291,0.7249,0.5146,0.4459,0.75,0.7692,0.7462
"543",23,32,0.5044,0.2815,0.1325,0.6567,0.1961,0.1666,0.6321,0.6775,0.1592
"544",23,34,0.8029,0.4481,0.2366,0.5769,0.4072,0.5359,0.4797,0.5429,0.6073
"545",23,35,0.75,0.4186,0.1378,0.4577,0.4939,0.4103,0.4395,0.41,0.4625
"546",23,36,0.1408,0.0786,0.0811,0.4479,0.4459,0.3037,0.3483,0.4499,0.4219
"547",23,37,0.3489,0.1948,0.1873,0.5546,0.4766,0.3394,0.6114,0.5423,0.5872
"548",23,38,0.0559,0.0312,0.2076,0.9061,0.7302,0.8814,1,1,1
"549",23,39,0.3814,0.2129,0.3757,0.7179,0.4634,0.3368,0.683,0.7851,0.4474
